8.23900032,98.26999664,4.53000021,1.67999995,1.16999996
8.18830013,93.45999908,0.36000001,1.67999995,1.16999996
8.30830002,93.55999756,0.47,1.67999995,1.16999996
8.35029984,93.90000153,0.91000003,1.74000001,1.13
8.30340004,94.01000214,0.94999999,1.74000001,1.13
8.30599976,93.47000122,1,1.74000001,1.13
8.30119991,93.37000275,0.86000001,1.74000001,1.13
8.28170013,93.37000275,1.01999998,1.74000001,1.13
8.1704998,93.06999969,0.47,1.46000004,1.38999999
8.12860012,93.90000153,0.51999998,1.46000004,1.38999999
7.85699987,92.45999908,1.83000004,1.41999996,1.21000004
7.68769979,92.41000366,1.82000005,1.41999996,1.21000004
7.53249979,92.43000031,1.77999997,1.41999996,1.21000004
7.37130022,92.48000336,1.79999995,1.41999996,1.21000004
7.19540024,92.30999756,1.88,1.41999996,1.21000004
7.00549984,92.59999847,2.03999996,1.41999996,1.21000004
6.85340023,92.55000305,2.23000002,1.41999996,1.21000004
6.71379995,92.52999878,2.50999999,1.41999996,1.21000004
6.55649996,92.48000336,2.95000005,1.41999996,1.21000004
6.44999981,92.15000153,3.6099999,1.41999996,1.21000004
7.13770008,95.75,0.51999998,1.57000005,0.82999998
8.27540016,95.58999634,2.55999994,1.57000005,0.82999998
8.42930031,95.76000214,2.86999989,1.57000005,0.82999998
8.60109997,95.79000092,3.36999989,1.57000005,0.82999998
8.76399994,95.84999847,3.73000002,1.57000005,0.82999998
8.91650009,95.94000244,4.0999999,1.57000005,0.82999998
9.05550003,96.09999847,4.48999977,1.57000005,0.82999998
8.1487999,95.45999908,2.24000001,1.57000005,0.82999998
8.14750004,95.58999634,2.26999998,1.57000005,0.82999998
8.16889954,95.45999908,2.29999995,1.57000005,0.82999998
8.17150021,95.58000183,2.19000006,1.57000005,0.82999998
8.18840027,95.37999725,2.25999999,1.57000005,0.82999998
8.19639969,95.65000153,2.3499999,1.57000005,0.82999998
8.20370007,95.55999756,2.44000006,1.57000005,0.82999998
8.21679974,95.61000061,2.41000009,1.57000005,0.82999998
8.14120007,93.37000275,0.44,1.74000001,1.24000001
8.11120033,93.22000122,0.62,1.74000001,1.24000001
8.17039967,93.12000275,1.24000001,1.74000001,1.24000001
8.0223999,93.55000305,0.92000002,1.74000001,1.24000001
7.94820023,91.45999908,1.65999997,1.77999997,1.62
8.17310047,93.43000031,1.96000004,1.48000002,1.25999999
8.19779968,93.16000366,2.42000008,1.48000002,1.25999999
8.20800018,93.26999664,2.76999998,1.48000002,1.25999999
8.23509979,93.15000153,3.18000007,1.48000002,1.25999999
8.08100033,93.68000031,0.44,1.69000006,1.16999996
7.94369984,94.20999908,1.97000003,1.70000005,1.45000005
7.67549992,94.29000092,2.16000009,1.70000005,1.45000005
7.71320009,93.66999817,0.41999999,1.54999995,1.33000004
7.45769978,93.33000183,0.69,0.67000002,1.15999997
8.00059986,92.87999725,1.14999998,0.67000002,1.15999997
8.05410004,94.98000336,0.49000001,0.81,1.07000005
8.07279968,95,0.98000002,0.81,1.07000005
7.80280018,94.54000092,1.70000005,0.81,1.07000005
7.81580019,94.58999634,0.60000002,0.81,1.07000005
7.78060007,93.83999634,0.38,0.67000002,1.03999996
8.07549953,93.98000336,1.22000003,0.67000002,1.03999996
7.64039993,94.26999664,1.52999997,0.67000002,1.03999996
7.5763998,93.59999847,0.51999998,0.81,1.22000003
